filename, bus, car, motorcycle, truck
000000302687_jpg.rf.91ffbe65e220fed0cc84506ab1440c4c.jpg, 0, 1, 0, 0
000000291009_jpg.rf.9244e1291d8b1b4c40ac4583c9c84d34.jpg, 0, 1, 0, 1
000000103361_jpg.rf.92446ddd14eca0acc4607be2513a33fc.jpg, 1, 1, 0, 0
000000173547_jpg.rf.923b619c2a4b88f90bee1bd9aa1d3845.jpg, 0, 0, 0, 1
000000388677_jpg.rf.923e656ebecf1099d80593b39388d416.jpg, 1, 0, 1, 0
000000137810_jpg.rf.9240c1bdeae191bd2677b77d03416fe0.jpg, 0, 0, 0, 1
000000158272_jpg.rf.9244cb116708ca6eef87db9ac0e5c7d3.jpg, 0, 1, 0, 0
000000291841_jpg.rf.924cd7b4115c6487f0f25c4ef312b610.jpg, 1, 1, 0, 0
000000084362_jpg.rf.9252d17763d0c04a3ec6d3a72a5e8be7.jpg, 0, 0, 0, 1
000000226065_jpg.rf.924570bc36d535d9127d318120ae9198.jpg, 1, 1, 0, 0
000000026943_jpg.rf.924c0ae66cde7e0ed613e6d4b139ae19.jpg, 0, 1, 0, 0
000000260826_jpg.rf.927fedf59512011400a458c7ed539e5c.jpg, 0, 1, 0, 0
000000566824_jpg.rf.923bc17ec8c4827fc862bdd614e5dfbd.jpg, 1, 0, 0, 0
000000450404_jpg.rf.927ccff53f521f23dfb220c52ef743c6.jpg, 0, 0, 0, 1
000000557923_jpg.rf.9249815086442ddabf79c26283c3dd9a.jpg, 0, 1, 0, 1
000000130528_jpg.rf.924e9907a3c392f0c69f24fc6e65d558.jpg, 0, 1, 0, 1
000000285131_jpg.rf.9255d4c057255bb4dff4916dbe15012f.jpg, 0, 1, 0, 0
000000520047_jpg.rf.924ddb4bd915fe89aa8df6aacc1a29a0.jpg, 0, 1, 0, 1
000000286144_jpg.rf.9247f941f80602ff4f5d375ab670b7ff.jpg, 0, 1, 0, 0
000000147338_jpg.rf.92527511472243e31fa56b002a172af5.jpg, 0, 1, 0, 1
000000371365_jpg.rf.92546082ea20dc7e2e942c9b002d2d71.jpg, 0, 0, 1, 0
000000018661_jpg.rf.925e19f0573e39886399ddb4a26debf4.jpg, 1, 1, 0, 0
000000119423_jpg.rf.9242442bc0ca848c4942b0f306bec4d2.jpg, 0, 1, 0, 0
000000162792_jpg.rf.9268b9b49c72f389de05fc7a3c973345.jpg, 0, 1, 0, 0
000000109190_jpg.rf.9282864d38983d215ce8a431931e894f.jpg, 0, 1, 0, 0
000000486912_jpg.rf.9286d4a4ac01d1cacfe9727e55602f42.jpg, 1, 0, 0, 0
000000158451_jpg.rf.9285afd92369b8d682ad228e70044e6a.jpg, 0, 1, 0, 1
000000556739_jpg.rf.92887a9a3c881310f250d5abb6c73ad7.jpg, 0, 1, 1, 0
000000035962_jpg.rf.925c4313602e95612e54ed3dc19bbdad.jpg, 0, 0, 0, 1
000000289915_jpg.rf.9268090eb762708dbab04611105ab38c.jpg, 0, 1, 0, 0
000000404461_jpg.rf.92874f312964813ebc18b0c462a66970.jpg, 0, 1, 0, 0
000000068878_jpg.rf.9289fa24a721d4488ca7b7b21016d2b5.jpg, 0, 1, 0, 0
000000532482_jpg.rf.929c38a53f381d67b2e1fa01baf91487.jpg, 1, 0, 0, 0
000000205247_jpg.rf.92a0b0eb60496598f9688dd56e783655.jpg, 1, 0, 0, 0
000000504726_jpg.rf.92a88d6f03a0c1abd188b4f49b8f2a47.jpg, 1, 0, 0, 0
000000475484_jpg.rf.929e63f3bc041d32185a38528cc4cd3a.jpg, 0, 1, 0, 0
000000534394_jpg.rf.92a5c8395bebc4d68726b3a4e76a2002.jpg, 0, 1, 0, 0
000000050810_jpg.rf.929a8c635a648f334dd97046a9feb041.jpg, 0, 0, 0, 1
000000473741_jpg.rf.92a4792e92b99af58004af86beb76d96.jpg, 0, 1, 0, 0
000000504304_jpg.rf.92c427fe979389531ad89a46d0252cb3.jpg, 0, 1, 0, 0
000000365366_jpg.rf.92c7f868a9602e9b1a8fa263895bbc99.jpg, 0, 1, 0, 0
000000562171_jpg.rf.92d9fd0b2cb9e32e2b81bed5d3c602fd.jpg, 0, 1, 0, 0
000000501379_jpg.rf.92c006f5ab534fb3d3e866fddd0cb2e3.jpg, 0, 1, 0, 1
dgt-tricycles-mch-070721_jpeg.rf.92a8cea9185e6a45b4cba151c0884955.jpg, 0, 1, 1, 0
000000393544_jpg.rf.92d54f0961b20a16470a6b6c8996f716.jpg, 0, 1, 0, 0
000000205720_jpg.rf.92d0ca472862a4d01f07f352bb82b0df.jpg, 0, 1, 0, 0
000000303872_jpg.rf.92f8ebea44a13466f1f78bc4f3224bfc.jpg, 0, 1, 1, 0
000000446521_jpg.rf.92c36cba952ed984eb147fd5190eefbf.jpg, 0, 1, 0, 0
000000567944_jpg.rf.92fa61abc07cc6fb8b28f45ca90f3efd.jpg, 0, 1, 1, 0
000000435257_jpg.rf.92ecd9dc3262cd939539a10ca6f34d6c.jpg, 0, 1, 0, 0
000000338833_jpg.rf.9303905032da10eac201e3e38e399827.jpg, 1, 1, 0, 0
000000574562_jpg.rf.930951183d4aaf846b34d3fd58ce03a0.jpg, 0, 1, 0, 0
000000138347_jpg.rf.92d9eae6079005f2c9059481a16a9d5e.jpg, 0, 1, 0, 1
000000081593_jpg.rf.92a5c3392889a490073675b93a3e8e44.jpg, 0, 1, 0, 0
000000004665_jpg.rf.9305b257ed20847ea43015336b8a0dfa.jpg, 0, 1, 0, 0
000000476504_jpg.rf.9317578b6cc27f2df8e768098587ddad.jpg, 1, 0, 0, 0
000000411849_jpg.rf.9321f1434cf4825c0303022b6dcbf5e9.jpg, 0, 1, 0, 0
000000155505_jpg.rf.930595a3eefdf530f99c2239f7d9d3f0.jpg, 0, 1, 0, 1
000000084492_jpg.rf.930698993b04f4c1cfb9825f394ab925.jpg, 0, 1, 0, 0
000000338018_jpg.rf.932bdf81c4b446b3aa33600cfaecbab7.jpg, 0, 1, 0, 0
000000517017_jpg.rf.92a52f244ed2beb0af8b4fd0321b1d64.jpg, 0, 0, 0, 1
000000454129_jpg.rf.933fd99dae2ee35c2e9637b74820f3ff.jpg, 0, 1, 1, 1
000000353582_jpg.rf.93491bfe667b4d5747f5b19382505b14.jpg, 0, 1, 0, 0
000000130699_jpg.rf.93554c648e3d2afb53a4ff3a92df6e84.jpg, 0, 1, 0, 1
000000531739_jpg.rf.934970078672656cc6bfeb07a75ea7fa.jpg, 0, 1, 0, 0
000000117458_jpg.rf.9347286a3b4a660dd951df644ad6b37f.jpg, 0, 1, 1, 0
000000145448_jpg.rf.934b1a676ff528d5c97e3b2f23b4f14d.jpg, 0, 0, 1, 0
000000577223_jpg.rf.9328d9258d8207f700855ff19ef80940.jpg, 0, 0, 0, 1
000000095520_jpg.rf.934afb98d2189361138aca5b4ef38789.jpg, 0, 1, 0, 1
000000000821_jpg.rf.93579d5cc16919f65424d520fbd8dced.jpg, 0, 1, 0, 0
000000488403_jpg.rf.9344caea33b602377d21bef05863995d.jpg, 1, 1, 0, 0
000000397132_jpg.rf.93212a4f95236add61e70b506b9354ba.jpg, 0, 1, 0, 1
000000289312_jpg.rf.93167e8d9c48c598cccf79026106fd32.jpg, 0, 1, 0, 1
000000450500_jpg.rf.9362c8759e945ce1e6404852e5b179bb.jpg, 0, 1, 0, 0
000000489721_jpg.rf.9364096577b37092f79a964972180673.jpg, 1, 1, 0, 0
000000201903_jpg.rf.935469a9d2549127de1bdfa3850c2129.jpg, 0, 1, 0, 1
000000513646_jpg.rf.936250be075f4dbe045f15b9c3ffd427.jpg, 0, 1, 0, 0
000000347063_jpg.rf.93674b88538b8319f0cd0d75e7edfde1.jpg, 0, 0, 1, 0
000000458876_jpg.rf.9369209a2d3a1cb8be441a5aaecdaabf.jpg, 1, 1, 0, 1
000000550645_jpg.rf.93767c6d2bf623d0273ee5ccca8ccbc2.jpg, 0, 0, 0, 1
000000570824_jpg.rf.937e436144b9b03cb75015facd22b661.jpg, 0, 1, 0, 1
000000161818_jpg.rf.937eb09f5664b724a4349228b0c3b2f7.jpg, 0, 1, 0, 0
000000569242_jpg.rf.9382276a7e023fde37c697cdb3b8c780.jpg, 1, 1, 0, 0
000000487450_jpg.rf.9395d9a432ac1951878ee18269eef078.jpg, 0, 1, 1, 0
000000342323_jpg.rf.938c64c1b4a96dff78530ffb8e58094a.jpg, 0, 1, 0, 1
000000561214_jpg.rf.9389090375a98943a9e3a93cc1021ebc.jpg, 1, 1, 0, 0
000000385066_jpg.rf.9392f33cba647b1394231cd49554f9f9.jpg, 0, 1, 0, 0
000000054025_jpg.rf.93900a5ad864377abc81b93d8c6c249a.jpg, 1, 1, 0, 0
000000446209_jpg.rf.93b268256abe5ade9e57e1a191fc5330.jpg, 0, 1, 0, 0
000000047419_jpg.rf.93b9665b48e240ef9584cf9a3a678b41.jpg, 0, 1, 0, 1
000000077643_jpg.rf.93aad1bd6bbba24d21820cf8c6a72096.jpg, 0, 0, 1, 0
000000334276_jpg.rf.93ad1e32954703652e4c346064ee3a78.jpg, 0, 1, 0, 1
000000380337_jpg.rf.93afef9ec0648f4b7a1d3051e49d961f.jpg, 1, 0, 0, 0
000000304949_jpg.rf.93b06606b845854d00195161b3a36046.jpg, 0, 1, 0, 1
000000566282_jpg.rf.93c3c2f6515b269cc096aaa21fd6b518.jpg, 0, 1, 0, 0
000000101752_jpg.rf.93cc22cf79d6ba56458f3e0c98578fe4.jpg, 0, 0, 1, 0
000000565797_jpg.rf.93808803f1811827d726d39cef961c11.jpg, 0, 1, 0, 0
000000351875_jpg.rf.93d97fffcd385b98aefc77d6a845ec5a.jpg, 0, 0, 1, 0
000000493936_jpg.rf.939476e84ecb4fd333788f933797d0ff.jpg, 1, 0, 0, 0
000000432273_jpg.rf.93e94ca3158b9b39f2b9ae25b1932244.jpg, 0, 1, 0, 0
000000257013_jpg.rf.93e0adff8b8f2d1da28e1619b3e061ad.jpg, 1, 0, 0, 0
000000157029_jpg.rf.93c053cf8eed5b8b388b020809ea214e.jpg, 0, 1, 0, 0
000000270354_jpg.rf.93ccda4658d0f851db257baccacff4d8.jpg, 0, 0, 0, 1
000000478448_jpg.rf.93e7322d05c2460eaba0d9e6f10ea05c.jpg, 0, 1, 0, 1
000000364833_jpg.rf.93fcecb7f0912c25144fad82c3ec8ca5.jpg, 0, 0, 1, 0
000000448648_jpg.rf.93f280335de4983952ec9a1db57e8597.jpg, 0, 1, 1, 0
000000420287_jpg.rf.93d184c7b1f2d647085ef66afd7bed6c.jpg, 0, 1, 0, 0
000000566587_jpg.rf.93cfb154289a3c1393a9f05050884e6b.jpg, 1, 0, 0, 0
000000050464_jpg.rf.93fd8b4c13c47f1632431b73f07cdbcb.jpg, 0, 1, 0, 1
000000424155_jpg.rf.94087ceabf7782c88dc8b120b9f23579.jpg, 1, 0, 0, 0
000000009321_jpg.rf.94296bd79f607525af132447bb43206a.jpg, 0, 0, 1, 0
000000476904_jpg.rf.94321f5b5108df78d9e66aca6408b5cf.jpg, 0, 1, 0, 1
000000159707_jpg.rf.944cdce7de8531952849f91d77edfdc9.jpg, 0, 0, 0, 1
000000134870_jpg.rf.941921e3459039b81b71b665a949bf70.jpg, 0, 1, 0, 0
000000129547_jpg.rf.945a9b54a919fc89fa39f64a0fbde0e0.jpg, 0, 1, 0, 0
000000163933_jpg.rf.944a6417a4835adf48b3782511f63c55.jpg, 0, 0, 0, 1
000000130352_jpg.rf.94218c8840f1b44f95eb4922387af912.jpg, 1, 1, 0, 0
000000411441_jpg.rf.94272029e134b89dbc1834bb9f4b2ca0.jpg, 1, 1, 0, 0
000000486513_jpg.rf.946f5ef5e3084a5a3507385cd38e8368.jpg, 0, 1, 0, 0
000000034971_jpg.rf.9482819349d873ee385f6c6a1f879367.jpg, 0, 1, 0, 1
000000530896_jpg.rf.944a25813a2b5a08d4c3ffcf8a8b046b.jpg, 0, 1, 0, 1
000000385454_jpg.rf.9469d057ee1a5f408ba1d4d2ad88701c.jpg, 0, 1, 0, 0
000000088802_jpg.rf.947375354f46350d6bc02e1ced57d934.jpg, 0, 1, 0, 0
000000554892_jpg.rf.945f467966b9650c9115f262080495d9.jpg, 0, 0, 0, 1
000000052606_jpg.rf.940bfadc34ba59e469b349db66c78b92.jpg, 0, 1, 0, 1
000000564491_jpg.rf.945d8927189aea7215cdb2ac7194c81f.jpg, 0, 1, 0, 1
000000495013_jpg.rf.94279ca2a8b2e0dee609c3aeb27bbbd1.jpg, 0, 1, 0, 0
000000288150_jpg.rf.9476b4d540155a55b7a058f02afcd0ab.jpg, 0, 1, 0, 0
000000462129_jpg.rf.948bfa6f642c4333f74b1ee8387f11af.jpg, 1, 1, 0, 1
000000534444_jpg.rf.945d5939caa18c3a49b51279afa6ca0e.jpg, 0, 1, 0, 1
000000244683_jpg.rf.94391a80a61a1bbc8d1fd09d1c5ce83a.jpg, 0, 1, 0, 0
000000147195_jpg.rf.948b1a49cdca54c9631d3f9c81884f50.jpg, 1, 1, 0, 0
000000558570_jpg.rf.948f20150c81a0665360abb214b37e58.jpg, 0, 1, 0, 0
000000147973_jpg.rf.94637965fdec728a46ef2cc59dde2391.jpg, 0, 1, 0, 1
000000564443_jpg.rf.9424dab42ad0a1e88bc20687402ec068.jpg, 0, 1, 0, 0
000000379144_jpg.rf.946e5827cc73e2f96be79a0f17e6b51d.jpg, 0, 0, 0, 1
000000271394_jpg.rf.9499b529ce025ff88aeeb4576cde887d.jpg, 0, 0, 0, 1
000000401402_jpg.rf.9490cccd94643b598833dee4eac37916.jpg, 0, 0, 0, 1
000000324958_jpg.rf.949b2e9379520f5c8b1472fdd8451368.jpg, 1, 1, 0, 0
000000259342_jpg.rf.9490d6ce6a65fe232c82d765f868fb6c.jpg, 0, 1, 0, 0
000000402332_jpg.rf.949b56e93cab4f468b5e68a1ee729030.jpg, 0, 0, 0, 1
000000557819_jpg.rf.94a9c72416abedaa16d02c631db3ca56.jpg, 1, 0, 0, 0
000000214192_jpg.rf.94c89d6cd11c8b1847fb809a3fa22437.jpg, 0, 0, 1, 0
000000131299_jpg.rf.94bfa48532792356d71119a184a84a9f.jpg, 0, 1, 0, 1
000000147049_jpg.rf.94d2620d43b27e6a8c977b8e33616f78.jpg, 0, 1, 0, 0
000000044800_jpg.rf.94d72364ac983c9bad6b54fc28a6bf2d.jpg, 0, 1, 0, 1
000000246248_jpg.rf.94af2190f464171c07d4eeef779954b7.jpg, 0, 1, 0, 1
000000028231_jpg.rf.94ee568262f481803f1a3ebe766e4ba2.jpg, 0, 1, 0, 0
000000042619_jpg.rf.94b8d16629455c18ec51f6d8f593902f.jpg, 0, 1, 0, 0
000000402051_jpg.rf.94f21f47676232c5c171adbd84df3b40.jpg, 1, 1, 0, 0
000000178337_jpg.rf.94d8787a085b64063090cf37743d267b.jpg, 0, 0, 1, 0
000000312343_jpg.rf.95228e014d671a1c77150cdb0b04e036.jpg, 0, 1, 0, 0
000000110081_jpg.rf.951241a88277613ffb233b3f0ca8de3d.jpg, 0, 1, 1, 1
000000077899_jpg.rf.94d2c1d09155c2e70502dbc022135b2c.jpg, 0, 1, 0, 1
000000137396_jpg.rf.949c43440a896a4f3fa25a7f131e04e3.jpg, 0, 1, 1, 0
000000391304_jpg.rf.94e9593365f737a41b327899ea337ac9.jpg, 0, 1, 0, 0
000000446974_jpg.rf.952346298667ebe1b59cbf8205abb253.jpg, 0, 1, 0, 0
000000239492_jpg.rf.94d6ae44dd9af5e721ae0361dec8ac5f.jpg, 1, 1, 0, 0
000000010239_jpg.rf.94e0fc0cc4b0621763756be86fc677b0.jpg, 1, 0, 0, 1
000000166137_jpg.rf.9529f3017991144df8da65350d42c260.jpg, 0, 1, 0, 0
000000164040_jpg.rf.952a19980c4934eb78fd85629fe86d48.jpg, 0, 1, 0, 1
000000037956_jpg.rf.94e12829aecf0d77b97e8066095d47e3.jpg, 0, 0, 1, 0
000000189260_jpg.rf.95008d6af34766a71fcb4f6c6b112b77.jpg, 0, 1, 0, 0
000000574648_jpg.rf.952adf58869c9d081838e896925d41be.jpg, 0, 1, 1, 0
000000304079_jpg.rf.953ba9bc27236499e675c1e5c5f58b1d.jpg, 0, 1, 0, 0
000000548879_jpg.rf.94d203db3b2a7587e45ef08bc087c029.jpg, 1, 0, 0, 0
000000456178_jpg.rf.94da7b781023f3360505ecb211fef3e1.jpg, 0, 1, 0, 1
000000173876_jpg.rf.954855d61ae07e6c94da06dded3772a0.jpg, 1, 0, 0, 0
000000264659_jpg.rf.95512df8cfd6e852bf33c5413666b599.jpg, 0, 1, 0, 0
000000178319_jpg.rf.9536abcd87d5687be0b230eefe146af2.jpg, 0, 1, 0, 0
000000292543_jpg.rf.95408c2bc2f1ba2d1a639b003469f04a.jpg, 0, 1, 0, 0
000000363987_jpg.rf.953f87f1c7e49a601b9df8a94f5cfe40.jpg, 0, 0, 1, 0
000000160290_jpg.rf.9556723c393571cb172febd4d5a96d9e.jpg, 0, 1, 0, 1
000000308433_jpg.rf.9577c954f3adf4c81165ff4436668492.jpg, 1, 1, 0, 0
000000070804_jpg.rf.9555252157fb89826786598f86e440a6.jpg, 0, 1, 1, 0
000000270790_jpg.rf.956f647030d8dda5e21347893bb360e4.jpg, 0, 1, 0, 0
000000087144_jpg.rf.9572e6e60872c7949b300e302eb5098e.jpg, 0, 1, 0, 0
000000014044_jpg.rf.955de47330bc32a58e20f998d7cfeb86.jpg, 0, 1, 1, 0
000000539716_jpg.rf.9575e33497dcb795160908c21aacfe75.jpg, 0, 1, 0, 0
000000201508_jpg.rf.957e2896f6dea755ad4283ee6ec5e17f.jpg, 0, 1, 0, 0
000000558558_jpg.rf.9581c01602f6c86c71bc978f64fdebef.jpg, 0, 1, 0, 0
000000235788_jpg.rf.9570b695cb93b090f32a4f5232ceb891.jpg, 1, 1, 0, 1
000000284902_jpg.rf.958ffb1ae9e9aea7a8d1dec9952f2e26.jpg, 0, 0, 0, 1
000000366792_jpg.rf.958109b62d3d08b09e7a6bb87d5a22e5.jpg, 0, 1, 0, 1
000000147091_jpg.rf.957cde8bd5fae48d74fcfaa0d37ba9f6.jpg, 0, 0, 1, 0
000000183614_jpg.rf.95957a3b4897c69f85cc30a5c0cb1090.jpg, 0, 1, 0, 0
000000190326_jpg.rf.956a5dda746efc0935f75f516f8d5d42.jpg, 0, 1, 1, 0
000000466719_jpg.rf.95255f9eab7acf86f7d7a392af2ba8e1.jpg, 0, 0, 1, 0
000000274593_jpg.rf.95ae149d3402dee13d9eb901c83a735a.jpg, 0, 1, 0, 1
000000446655_jpg.rf.95825ae55da8bc974cdcec0ed086fa99.jpg, 1, 0, 0, 0
000000457708_jpg.rf.955951279709cd2a7af46ef15c6f99cd.jpg, 0, 1, 0, 0
000000129859_jpg.rf.957100c572691698d218fb07ea9ff58c.jpg, 1, 0, 0, 0
000000385716_jpg.rf.95986cf4e3b0aa7381496dbc3de03089.jpg, 0, 1, 0, 0
000000348015_jpg.rf.957a00a7f2da5bbefd4f8ed8c8ceaf89.jpg, 0, 1, 1, 0
000000255983_jpg.rf.95a1c866b4e62352aec0eeb7126677cb.jpg, 0, 1, 0, 0
000000315187_jpg.rf.959b17d12d20b6af9d4ed0e48a53f572.jpg, 1, 1, 0, 0
000000298906_jpg.rf.95a7b88067e997f272314f6faccb9e84.jpg, 0, 1, 0, 1
000000329684_jpg.rf.95adfbd359b2efba32d8688438f59b18.jpg, 1, 1, 0, 0
000000372413_jpg.rf.95cbe820ee705715f15320fb3cc7f3a4.jpg, 0, 1, 1, 0
000000561308_jpg.rf.95cd9fdcbb675780ec8e241177c5f775.jpg, 0, 0, 1, 0
000000356169_jpg.rf.95b144e083c610f28f0f1600f85e59fb.jpg, 0, 1, 0, 0
000000119666_jpg.rf.95ca8fa1b9db11770f4b0cf778f2e248.jpg, 0, 1, 0, 1
000000547960_jpg.rf.95b89f7397c0b9377ba6a4cefe61c608.jpg, 0, 1, 0, 0
000000250737_jpg.rf.95d32ec81942f81a15d8e2b0e86091ac.jpg, 0, 1, 1, 0
000000567708_jpg.rf.95b8d6bc8310888c8dbaceb37c0e41cc.jpg, 0, 1, 0, 1
000000536109_jpg.rf.95c9c730ad941f4502ef362ecbd57452.jpg, 1, 1, 0, 1
000000067771_jpg.rf.95de0f30f3719c6cf15c6f3db7032591.jpg, 0, 1, 0, 1
000000140992_jpg.rf.95f17315db679945660f9999edd5f23f.jpg, 0, 0, 1, 0
000000546499_jpg.rf.95ec8ea21d35f06b3db243d9ecd1ea0f.jpg, 0, 1, 0, 0
000000483458_jpg.rf.95e170cf85ee1434f67e35ffbad0fdca.jpg, 0, 1, 0, 0
000000325710_jpg.rf.95f52b1d27677e81ccdb45b7b6a03dde.jpg, 0, 1, 0, 0
000000450845_jpg.rf.95f8ccb3898c5a5dd13a2a8cf5fb882b.jpg, 0, 1, 0, 0
000000022167_jpg.rf.95db2ea15330329ed08f2272291f9476.jpg, 0, 1, 0, 0
000000392825_jpg.rf.960d20c47581985e9e61fd85b46144d2.jpg, 1, 0, 1, 1
000000404718_jpg.rf.95de30d896ac84880f9e82e458814308.jpg, 0, 1, 1, 0
